Date	Time	Barcode	Cycle	Info	
9/16/2017	01:44:30.257	CB1C1ANXX	101	End chemistry	
9/16/2017	01:56:39.175	CB1C1ANXX	101	Start Imaging	
9/16/2017	02:11:35.934	CB1C1ANXX	101	End Imaging	
9/16/2017	02:11:41.144	CB1C1ANXX	102	Start chemistry	
9/16/2017	02:16:02.711	CB1C1ANXX	102	End chemistry	
9/16/2017	02:28:15.300	CB1C1ANXX	102	Start Imaging	
9/16/2017	02:42:51.384	CB1C1ANXX	102	End Imaging	
9/16/2017	02:42:56.074	CB1C1ANXX	103	Start chemistry	
9/16/2017	02:47:12.905	CB1C1ANXX	103	End chemistry	
9/16/2017	02:59:39.718	CB1C1ANXX	103	Start Imaging	
9/16/2017	03:14:36.400	CB1C1ANXX	103	End Imaging	
9/16/2017	03:14:41.467	CB1C1ANXX	104	Start chemistry	
9/16/2017	03:18:59.739	CB1C1ANXX	104	End chemistry	
9/16/2017	03:31:27.829	CB1C1ANXX	104	Start Imaging	
9/16/2017	03:46:08.459	CB1C1ANXX	104	End Imaging	
9/16/2017	03:46:13.472	CB1C1ANXX	105	Start chemistry	
9/16/2017	03:50:31.409	CB1C1ANXX	105	End chemistry	
9/16/2017	04:02:47.862	CB1C1ANXX	105	Start Imaging	
9/16/2017	04:17:40.581	CB1C1ANXX	105	End Imaging	
9/16/2017	04:17:45.444	CB1C1ANXX	106	Start chemistry	
9/16/2017	04:22:01.455	CB1C1ANXX	106	End chemistry	
9/16/2017	04:34:34.242	CB1C1ANXX	106	Start Imaging	
9/16/2017	04:49:10.989	CB1C1ANXX	106	End Imaging	
9/16/2017	04:49:15.465	CB1C1ANXX	107	Start chemistry	
9/16/2017	04:53:33.277	CB1C1ANXX	107	End chemistry	
9/16/2017	05:06:00.197	CB1C1ANXX	107	Start Imaging	
9/16/2017	05:20:59.961	CB1C1ANXX	107	End Imaging	
9/16/2017	05:21:05.951	CB1C1ANXX	108	Start chemistry	
9/16/2017	05:25:24.932	CB1C1ANXX	108	End chemistry	
9/16/2017	05:37:58.665	CB1C1ANXX	108	Start Imaging	
9/16/2017	05:52:58.990	CB1C1ANXX	108	End Imaging	
9/16/2017	05:53:04.430	CB1C1ANXX	109	Start chemistry	
9/16/2017	05:57:21.181	CB1C1ANXX	109	End chemistry	
9/16/2017	06:09:40.398	CB1C1ANXX	109	Start Imaging	
9/16/2017	06:24:51.129	CB1C1ANXX	109	End Imaging	
9/16/2017	06:24:57.242	CB1C1ANXX	110	Start chemistry	
9/16/2017	06:29:15.208	CB1C1ANXX	110	End chemistry	
9/16/2017	06:41:40.162	CB1C1ANXX	110	Start Imaging	
9/16/2017	06:56:41.110	CB1C1ANXX	110	End Imaging	
9/16/2017	06:56:46.158	CB1C1ANXX	111	Start chemistry	
9/16/2017	07:01:02.299	CB1C1ANXX	111	End chemistry	
9/16/2017	07:13:30.177	CB1C1ANXX	111	Start Imaging	
9/16/2017	07:28:28.021	CB1C1ANXX	111	End Imaging	
9/16/2017	07:28:33.087	CB1C1ANXX	112	Start chemistry	
9/16/2017	07:32:50.192	CB1C1ANXX	112	End chemistry	
9/16/2017	07:45:35.388	CB1C1ANXX	112	Start Imaging	
9/16/2017	08:00:27.783	CB1C1ANXX	112	End Imaging	
9/16/2017	08:00:32.331	CB1C1ANXX	113	Start chemistry	
9/16/2017	08:04:49.501	CB1C1ANXX	113	End chemistry	
9/16/2017	08:17:38.095	CB1C1ANXX	113	Start Imaging	
9/16/2017	08:32:36.094	CB1C1ANXX	113	End Imaging	
9/16/2017	08:32:41.208	CB1C1ANXX	114	Start chemistry	
9/16/2017	08:36:58.121	CB1C1ANXX	114	End chemistry	
9/16/2017	08:49:23.173	CB1C1ANXX	114	Start Imaging	
9/16/2017	09:04:16.814	CB1C1ANXX	114	End Imaging	
9/16/2017	09:04:22.906	CB1C1ANXX	115	Start chemistry	
9/16/2017	09:08:40.602	CB1C1ANXX	115	End chemistry	
9/16/2017	09:21:01.376	CB1C1ANXX	115	Start Imaging	
9/16/2017	09:35:54.803	CB1C1ANXX	115	End Imaging	
9/16/2017	09:36:00.605	CB1C1ANXX	116	Start chemistry	
9/16/2017	09:40:16.862	CB1C1ANXX	116	End chemistry	
9/16/2017	09:53:06.434	CB1C1ANXX	116	Start Imaging	
9/16/2017	10:07:58.990	CB1C1ANXX	116	End Imaging	
9/16/2017	10:08:04.718	CB1C1ANXX	117	Start chemistry	
9/16/2017	10:12:22.234	CB1C1ANXX	117	End chemistry	
9/16/2017	10:24:49.740	CB1C1ANXX	117	Start Imaging	
9/16/2017	10:39:30.925	CB1C1ANXX	117	End Imaging	
9/16/2017	10:39:36.463	CB1C1ANXX	118	Start chemistry	
9/16/2017	10:43:53.087	CB1C1ANXX	118	End chemistry	
9/16/2017	10:56:19.140	CB1C1ANXX	118	Start Imaging	
9/16/2017	11:11:28.614	CB1C1ANXX	118	End Imaging	
9/16/2017	11:11:34.644	CB1C1ANXX	119	Start chemistry	
9/16/2017	11:15:52.009	CB1C1ANXX	119	End chemistry	
9/16/2017	11:28:26.480	CB1C1ANXX	119	Start Imaging	
9/16/2017	11:43:35.227	CB1C1ANXX	119	End Imaging	
9/16/2017	11:43:40.791	CB1C1ANXX	120	Start chemistry	
9/16/2017	11:47:58.467	CB1C1ANXX	120	End chemistry	
9/16/2017	12:00:38.086	CB1C1ANXX	120	Start Imaging	
9/16/2017	12:15:28.258	CB1C1ANXX	120	End Imaging	
9/16/2017	12:15:33.685	CB1C1ANXX	121	Start chemistry	
9/16/2017	12:19:53.428	CB1C1ANXX	121	End chemistry	
9/16/2017	12:32:46.410	CB1C1ANXX	121	Start Imaging	
9/16/2017	12:47:47.451	CB1C1ANXX	121	End Imaging	
9/16/2017	12:47:53.944	CB1C1ANXX	122	Start chemistry	
9/16/2017	12:52:14.915	CB1C1ANXX	122	End chemistry	
9/16/2017	13:04:49.871	CB1C1ANXX	122	Start Imaging	
9/16/2017	13:19:32.442	CB1C1ANXX	122	End Imaging	
9/16/2017	13:19:38.229	CB1C1ANXX	123	Start chemistry	
9/16/2017	13:23:56.140	CB1C1ANXX	123	End chemistry	
9/16/2017	13:36:26.982	CB1C1ANXX	123	Start Imaging	
9/16/2017	13:51:34.343	CB1C1ANXX	123	End Imaging	
9/16/2017	13:51:40.569	CB1C1ANXX	124	Start chemistry	
9/16/2017	13:55:58.168	CB1C1ANXX	124	End chemistry	
9/16/2017	14:08:33.485	CB1C1ANXX	124	Start Imaging	
9/16/2017	14:23:20.756	CB1C1ANXX	124	End Imaging	
9/16/2017	14:23:27.310	CB1C1ANXX	125	Start chemistry	
9/16/2017	14:27:43.919	CB1C1ANXX	125	End chemistry	
9/16/2017	14:40:30.532	CB1C1ANXX	125	Start Imaging	
9/16/2017	14:55:14.783	CB1C1ANXX	125	End Imaging	
9/16/2017	15:27:08.974	CB1C1ANXX	126	Start chemistry	
9/16/2017	15:29:48.347	CB1C1ANXX	126	End chemistry	
9/16/2017	15:33:15.782	CB1C1ANXX	126	Start Imaging	
9/16/2017	15:47:49.352	CB1C1ANXX	126	End Imaging	
9/16/2017	15:47:54.498	CB1C1ANXX	127	Start chemistry	
9/16/2017	15:52:11.165	CB1C1ANXX	127	End chemistry	
9/16/2017	15:52:59.986	CB1C1ANXX	127	Start Imaging	
9/16/2017	16:07:14.687	CB1C1ANXX	127	End Imaging	
9/16/2017	16:07:19.952	CB1C1ANXX	128	Start chemistry	
9/16/2017	16:11:36.004	CB1C1ANXX	128	End chemistry	
9/16/2017	16:22:42.549	CB1C1ANXX	128	Start Imaging	
9/16/2017	16:36:57.119	CB1C1ANXX	128	End Imaging	
9/16/2017	16:37:02.590	CB1C1ANXX	129	Start chemistry	
9/16/2017	16:41:20.965	CB1C1ANXX	129	End chemistry	
9/16/2017	16:52:29.834	CB1C1ANXX	129	Start Imaging	
9/16/2017	17:06:37.019	CB1C1ANXX	129	End Imaging	
9/16/2017	17:06:42.947	CB1C1ANXX	130	Start chemistry	
9/16/2017	17:11:00.626	CB1C1ANXX	130	End chemistry	
9/16/2017	17:22:34.865	CB1C1ANXX	130	Start Imaging	
9/16/2017	17:36:51.555	CB1C1ANXX	130	End Imaging	
9/16/2017	17:36:57.090	CB1C1ANXX	131	Start chemistry	
9/16/2017	17:41:15.546	CB1C1ANXX	131	End chemistry	
9/16/2017	17:52:53.905	CB1C1ANXX	131	Start Imaging	
9/16/2017	18:07:08.719	CB1C1ANXX	131	End Imaging	
9/16/2017	18:07:14.464	CB1C1ANXX	132	Start chemistry	
9/16/2017	18:11:32.494	CB1C1ANXX	132	End chemistry	
9/16/2017	18:24:09.274	CB1C1ANXX	132	Start Imaging	
9/16/2017	18:38:34.030	CB1C1ANXX	132	End Imaging	
9/16/2017	18:38:40.187	CB1C1ANXX	133	Start chemistry	
9/16/2017	18:42:57.834	CB1C1ANXX	133	End chemistry	
9/16/2017	18:55:14.092	CB1C1ANXX	133	Start Imaging	
9/16/2017	19:10:40.930	CB1C1ANXX	133	End Imaging	
9/16/2017	19:10:47.082	CB1C1ANXX	134	Start chemistry	
9/16/2017	19:15:05.525	CB1C1ANXX	134	End chemistry	
9/16/2017	19:30:15.726	CB1C1ANXX	134	Start Imaging	
9/16/2017	19:45:37.639	CB1C1ANXX	134	End Imaging	
9/16/2017	21:33:12.056	CB1C1ANXX	135	Start chemistry	
9/16/2017	21:35:39.788	CB1C1ANXX	135	End chemistry	
9/16/2017	21:36:28.837	CB1C1ANXX	135	Start Imaging	
9/16/2017	21:50:47.458	CB1C1ANXX	135	End Imaging	
9/16/2017	21:50:54.168	CB1C1ANXX	136	Start chemistry	
9/16/2017	21:54:50.464	CB1C1ANXX	136	End chemistry	
9/16/2017	21:55:38.954	CB1C1ANXX	136	Start Imaging	
9/16/2017	22:09:48.940	CB1C1ANXX	136	End Imaging	
9/16/2017	22:09:54.634	CB1C1ANXX	137	Start chemistry	
9/16/2017	22:13:51.769	CB1C1ANXX	137	End chemistry	
9/16/2017	22:29:08.781	CB1C1ANXX	137	Start Imaging	
9/16/2017	22:43:30.598	CB1C1ANXX	137	End Imaging	
9/16/2017	22:43:36.404	CB1C1ANXX	138	Start chemistry	
9/16/2017	22:47:34.504	CB1C1ANXX	138	End chemistry	
9/16/2017	22:59:13.500	CB1C1ANXX	138	Start Imaging	
9/16/2017	23:13:34.246	CB1C1ANXX	138	End Imaging	
9/16/2017	23:13:39.956	CB1C1ANXX	139	Start chemistry	
9/16/2017	23:17:36.993	CB1C1ANXX	139	End chemistry	
9/16/2017	23:29:25.279	CB1C1ANXX	139	Start Imaging	
9/16/2017	23:43:40.903	CB1C1ANXX	139	End Imaging	
9/16/2017	23:43:47.088	CB1C1ANXX	140	Start chemistry	
9/16/2017	23:47:45.064	CB1C1ANXX	140	End chemistry	
9/16/2017	23:59:34.199	CB1C1ANXX	140	Start Imaging	
9/17/2017	00:13:40.625	CB1C1ANXX	140	End Imaging	
9/17/2017	00:13:46.443	CB1C1ANXX	141	Start chemistry	
9/17/2017	00:17:47.091	CB1C1ANXX	141	End chemistry	
9/17/2017	00:30:20.128	CB1C1ANXX	141	Start Imaging	
9/17/2017	00:44:37.136	CB1C1ANXX	141	End Imaging	
9/17/2017	00:44:42.974	CB1C1ANXX	142	Start chemistry	
9/17/2017	00:48:40.982	CB1C1ANXX	142	End chemistry	
9/17/2017	01:01:44.223	CB1C1ANXX	142	Start Imaging	
9/17/2017	01:17:40.053	CB1C1ANXX	142	End Imaging	
9/17/2017	01:17:46.934	CB1C1ANXX	143	Start chemistry	
9/17/2017	01:21:44.514	CB1C1ANXX	143	End chemistry	
9/17/2017	01:35:26.986	CB1C1ANXX	143	Start Imaging	
9/17/2017	01:51:00.636	CB1C1ANXX	143	End Imaging	
9/17/2017	04:02:16.421	CB1C1ANXX	144	Start chemistry	
9/17/2017	04:04:54.995	CB1C1ANXX	144	End chemistry	
9/17/2017	04:05:43.747	CB1C1ANXX	144	Start Imaging	
9/17/2017	04:23:37.812	CB1C1ANXX	144	End Imaging	
9/17/2017	04:23:45.289	CB1C1ANXX	145	Start chemistry	
9/17/2017	04:28:01.157	CB1C1ANXX	145	End chemistry	
9/17/2017	04:28:49.800	CB1C1ANXX	145	Start Imaging	
9/17/2017	04:45:59.138	CB1C1ANXX	145	End Imaging	
9/17/2017	04:46:06.144	CB1C1ANXX	146	Start chemistry	
9/17/2017	04:50:24.620	CB1C1ANXX	146	End chemistry	
9/17/2017	05:05:19.276	CB1C1ANXX	146	Start Imaging	
9/17/2017	05:22:25.598	CB1C1ANXX	146	End Imaging	
9/17/2017	05:22:32.724	CB1C1ANXX	147	Start chemistry	
9/17/2017	05:26:51.088	CB1C1ANXX	147	End chemistry	
9/17/2017	05:41:06.250	CB1C1ANXX	147	Start Imaging	
9/17/2017	05:58:09.112	CB1C1ANXX	147	End Imaging	
9/17/2017	05:58:17.025	CB1C1ANXX	148	Start chemistry	
9/17/2017	06:02:34.213	CB1C1ANXX	148	End chemistry	
9/17/2017	06:17:05.013	CB1C1ANXX	148	Start Imaging	
9/17/2017	06:34:06.101	CB1C1ANXX	148	End Imaging	
9/17/2017	06:34:13.146	CB1C1ANXX	149	Start chemistry	
9/17/2017	06:38:29.211	CB1C1ANXX	149	End chemistry	
9/17/2017	06:52:54.744	CB1C1ANXX	149	Start Imaging	
9/17/2017	07:07:14.152	CB1C1ANXX	149	End Imaging	
9/17/2017	07:07:20.790	CB1C1ANXX	150	Start chemistry	
9/17/2017	07:11:38.444	CB1C1ANXX	150	End chemistry	
9/17/2017	07:26:39.767	CB1C1ANXX	150	Start Imaging	
9/17/2017	07:40:54.839	CB1C1ANXX	150	End Imaging	
9/17/2017	07:41:03.160	CB1C1ANXX	151	Start chemistry	
9/17/2017	07:45:21.673	CB1C1ANXX	151	End chemistry	
9/17/2017	07:58:25.805	CB1C1ANXX	151	Start Imaging	
9/17/2017	08:14:03.775	CB1C1ANXX	151	End Imaging	
9/17/2017	08:14:11.476	CB1C1ANXX	152	Start chemistry	
9/17/2017	08:18:31.095	CB1C1ANXX	152	End chemistry	
9/17/2017	08:32:21.823	CB1C1ANXX	152	Start Imaging	
9/17/2017	08:48:24.710	CB1C1ANXX	152	End Imaging	
9/17/2017	08:48:32.765	CB1C1ANXX	153	Start chemistry	
9/17/2017	08:52:51.578	CB1C1ANXX	153	End chemistry	
9/17/2017	09:06:19.523	CB1C1ANXX	153	Start Imaging	
9/17/2017	09:22:57.398	CB1C1ANXX	153	End Imaging	
9/17/2017	09:23:05.458	CB1C1ANXX	154	Start chemistry	
9/17/2017	09:27:23.886	CB1C1ANXX	154	End chemistry	
9/17/2017	09:41:12.584	CB1C1ANXX	154	Start Imaging	
9/17/2017	09:56:07.330	CB1C1ANXX	154	End Imaging	
9/17/2017	09:56:15.479	CB1C1ANXX	155	Start chemistry	
9/17/2017	10:00:32.627	CB1C1ANXX	155	End chemistry	
9/17/2017	10:12:58.876	CB1C1ANXX	155	Start Imaging	
9/17/2017	10:27:20.706	CB1C1ANXX	155	End Imaging	
9/17/2017	10:27:28.209	CB1C1ANXX	156	Start chemistry	
9/17/2017	10:31:47.465	CB1C1ANXX	156	End chemistry	
9/17/2017	10:43:41.927	CB1C1ANXX	156	Start Imaging	
9/17/2017	10:57:57.233	CB1C1ANXX	156	End Imaging	
9/17/2017	10:58:04.660	CB1C1ANXX	157	Start chemistry	
9/17/2017	11:02:23.619	CB1C1ANXX	157	End chemistry	
9/17/2017	11:14:12.108	CB1C1ANXX	157	Start Imaging	
9/17/2017	11:28:33.649	CB1C1ANXX	157	End Imaging	
9/17/2017	11:28:42.491	CB1C1ANXX	158	Start chemistry	
9/17/2017	11:33:01.066	CB1C1ANXX	158	End chemistry	
9/17/2017	11:44:45.633	CB1C1ANXX	158	Start Imaging	
9/17/2017	11:59:03.746	CB1C1ANXX	158	End Imaging	
9/17/2017	11:59:11.597	CB1C1ANXX	159	Start chemistry	
9/17/2017	12:03:30.334	CB1C1ANXX	159	End chemistry	
9/17/2017	12:15:29.042	CB1C1ANXX	159	Start Imaging	
9/17/2017	12:29:57.122	CB1C1ANXX	159	End Imaging	
9/17/2017	12:30:05.023	CB1C1ANXX	160	Start chemistry	
9/17/2017	12:34:23.508	CB1C1ANXX	160	End chemistry	
9/17/2017	12:46:09.871	CB1C1ANXX	160	Start Imaging	
9/17/2017	13:00:31.824	CB1C1ANXX	160	End Imaging	
9/17/2017	13:00:39.487	CB1C1ANXX	161	Start chemistry	
9/17/2017	13:04:56.180	CB1C1ANXX	161	End chemistry	
9/17/2017	13:16:38.362	CB1C1ANXX	161	Start Imaging	
9/17/2017	13:30:57.971	CB1C1ANXX	161	End Imaging	
9/17/2017	13:31:05.345	CB1C1ANXX	162	Start chemistry	
9/17/2017	13:35:21.671	CB1C1ANXX	162	End chemistry	
9/17/2017	13:47:00.577	CB1C1ANXX	162	Start Imaging	
9/17/2017	14:01:19.206	CB1C1ANXX	162	End Imaging	
9/17/2017	14:01:27.306	CB1C1ANXX	163	Start chemistry	
9/17/2017	14:05:46.479	CB1C1ANXX	163	End chemistry	
9/17/2017	14:17:18.911	CB1C1ANXX	163	Start Imaging	
9/17/2017	14:31:40.971	CB1C1ANXX	163	End Imaging	
9/17/2017	14:31:48.691	CB1C1ANXX	164	Start chemistry	
9/17/2017	14:36:07.166	CB1C1ANXX	164	End chemistry	
9/17/2017	14:47:46.140	CB1C1ANXX	164	Start Imaging	
9/17/2017	15:02:02.126	CB1C1ANXX	164	End Imaging	
9/17/2017	15:02:09.812	CB1C1ANXX	165	Start chemistry	
9/17/2017	15:06:27.067	CB1C1ANXX	165	End chemistry	
9/17/2017	15:18:04.467	CB1C1ANXX	165	Start Imaging	
9/17/2017	15:32:26.392	CB1C1ANXX	165	End Imaging	
9/17/2017	15:32:34.480	CB1C1ANXX	166	Start chemistry	
9/17/2017	15:36:54.046	CB1C1ANXX	166	End chemistry	
9/17/2017	15:48:26.756	CB1C1ANXX	166	Start Imaging	
9/17/2017	16:02:41.787	CB1C1ANXX	166	End Imaging	
9/17/2017	16:02:50.981	CB1C1ANXX	167	Start chemistry	
9/17/2017	16:07:10.190	CB1C1ANXX	167	End chemistry	
9/17/2017	16:18:42.419	CB1C1ANXX	167	Start Imaging	
9/17/2017	16:33:01.664	CB1C1ANXX	167	End Imaging	
9/17/2017	16:33:09.385	CB1C1ANXX	168	Start chemistry	
9/17/2017	16:37:27.444	CB1C1ANXX	168	End chemistry	
9/17/2017	16:49:02.075	CB1C1ANXX	168	Start Imaging	
9/17/2017	17:03:16.845	CB1C1ANXX	168	End Imaging	
9/17/2017	17:03:25.248	CB1C1ANXX	169	Start chemistry	
9/17/2017	17:07:42.761	CB1C1ANXX	169	End chemistry	
9/17/2017	17:19:21.265	CB1C1ANXX	169	Start Imaging	
9/17/2017	17:33:39.201	CB1C1ANXX	169	End Imaging	
9/17/2017	17:33:47.722	CB1C1ANXX	170	Start chemistry	
9/17/2017	17:38:08.461	CB1C1ANXX	170	End chemistry	
9/17/2017	17:51:18.396	CB1C1ANXX	170	Start Imaging	
9/17/2017	18:05:44.148	CB1C1ANXX	170	End Imaging	
9/17/2017	18:05:51.743	CB1C1ANXX	171	Start chemistry	
9/17/2017	18:10:11.976	CB1C1ANXX	171	End chemistry	
9/17/2017	18:22:48.384	CB1C1ANXX	171	Start Imaging	
9/17/2017	18:39:23.078	CB1C1ANXX	171	End Imaging	
9/17/2017	18:39:33.858	CB1C1ANXX	172	Start chemistry	
9/17/2017	18:43:53.999	CB1C1ANXX	172	End chemistry	
9/17/2017	18:56:48.814	CB1C1ANXX	172	Start Imaging	
9/17/2017	19:11:45.624	CB1C1ANXX	172	End Imaging	
9/17/2017	19:11:56.542	CB1C1ANXX	173	Start chemistry	
9/17/2017	19:16:17.115	CB1C1ANXX	173	End chemistry	
9/17/2017	19:30:17.601	CB1C1ANXX	173	Start Imaging	
9/17/2017	19:45:35.946	CB1C1ANXX	173	End Imaging	
9/17/2017	19:45:45.616	CB1C1ANXX	174	Start chemistry	
9/17/2017	19:50:03.431	CB1C1ANXX	174	End chemistry	
9/17/2017	20:04:18.830	CB1C1ANXX	174	Start Imaging	
9/17/2017	20:22:24.275	CB1C1ANXX	174	End Imaging	
9/17/2017	20:22:36.868	CB1C1ANXX	175	Start chemistry	
9/17/2017	20:26:56.314	CB1C1ANXX	175	End chemistry	
9/17/2017	20:42:36.492	CB1C1ANXX	175	Start Imaging	
9/17/2017	21:01:15.871	CB1C1ANXX	175	End Imaging	
9/17/2017	21:01:26.446	CB1C1ANXX	176	Start chemistry	
9/17/2017	21:05:45.291	CB1C1ANXX	176	End chemistry	
9/17/2017	21:19:41.185	CB1C1ANXX	176	Start Imaging	
9/17/2017	21:39:50.544	CB1C1ANXX	176	End Imaging	
9/17/2017	21:39:59.904	CB1C1ANXX	177	Start chemistry	
9/17/2017	21:44:16.940	CB1C1ANXX	177	End chemistry	
9/17/2017	21:59:11.837	CB1C1ANXX	177	Start Imaging	
9/17/2017	22:15:23.587	CB1C1ANXX	177	End Imaging	
9/17/2017	22:15:34.339	CB1C1ANXX	178	Start chemistry	
9/17/2017	22:19:54.032	CB1C1ANXX	178	End chemistry	
9/17/2017	22:33:27.654	CB1C1ANXX	178	Start Imaging	
9/17/2017	22:50:30.246	CB1C1ANXX	178	End Imaging	
9/17/2017	22:50:40.421	CB1C1ANXX	179	Start chemistry	
9/17/2017	22:54:57.803	CB1C1ANXX	179	End chemistry	
9/17/2017	23:08:44.498	CB1C1ANXX	179	Start Imaging	
9/17/2017	23:24:18.213	CB1C1ANXX	179	End Imaging	
9/17/2017	23:24:28.450	CB1C1ANXX	180	Start chemistry	
9/17/2017	23:28:50.212	CB1C1ANXX	180	End chemistry	
9/17/2017	23:42:11.565	CB1C1ANXX	180	Start Imaging	
9/17/2017	23:57:43.883	CB1C1ANXX	180	End Imaging	
9/17/2017	23:57:53.776	CB1C1ANXX	181	Start chemistry	
9/18/2017	00:02:11.971	CB1C1ANXX	181	End chemistry	
9/18/2017	00:16:02.090	CB1C1ANXX	181	Start Imaging	
9/18/2017	00:31:40.234	CB1C1ANXX	181	End Imaging	
9/18/2017	00:31:48.110	CB1C1ANXX	182	Start chemistry	
9/18/2017	00:36:05.431	CB1C1ANXX	182	End chemistry	
9/18/2017	00:49:33.454	CB1C1ANXX	182	Start Imaging	
9/18/2017	01:04:52.159	CB1C1ANXX	182	End Imaging	
9/18/2017	01:05:02.443	CB1C1ANXX	183	Start chemistry	
9/18/2017	01:09:21.813	CB1C1ANXX	183	End chemistry	
9/18/2017	01:22:57.360	CB1C1ANXX	183	Start Imaging	
9/18/2017	01:38:28.110	CB1C1ANXX	183	End Imaging	
9/18/2017	01:38:37.817	CB1C1ANXX	184	Start chemistry	
9/18/2017	01:42:55.496	CB1C1ANXX	184	End chemistry	
9/18/2017	01:56:13.042	CB1C1ANXX	184	Start Imaging	
9/18/2017	02:11:49.128	CB1C1ANXX	184	End Imaging	
9/18/2017	02:11:57.293	CB1C1ANXX	185	Start chemistry	
9/18/2017	02:16:16.294	CB1C1ANXX	185	End chemistry	
9/18/2017	02:29:56.860	CB1C1ANXX	185	Start Imaging	
9/18/2017	02:44:44.387	CB1C1ANXX	185	End Imaging	
9/18/2017	02:44:54.885	CB1C1ANXX	186	Start chemistry	
9/18/2017	02:49:10.434	CB1C1ANXX	186	End chemistry	
9/18/2017	03:02:34.883	CB1C1ANXX	186	Start Imaging	
9/18/2017	03:17:40.846	CB1C1ANXX	186	End Imaging	
9/18/2017	03:17:49.990	CB1C1ANXX	187	Start chemistry	
9/18/2017	03:22:11.432	CB1C1ANXX	187	End chemistry	
9/18/2017	03:35:39.079	CB1C1ANXX	187	Start Imaging	
9/18/2017	03:50:31.132	CB1C1ANXX	187	End Imaging	
9/18/2017	03:50:39.671	CB1C1ANXX	188	Start chemistry	
9/18/2017	03:54:57.260	CB1C1ANXX	188	End chemistry	
9/18/2017	04:08:12.511	CB1C1ANXX	188	Start Imaging	
9/18/2017	04:23:08.345	CB1C1ANXX	188	End Imaging	
9/18/2017	04:23:18.940	CB1C1ANXX	189	Start chemistry	
9/18/2017	04:27:36.116	CB1C1ANXX	189	End chemistry	
9/18/2017	04:40:36.123	CB1C1ANXX	189	Start Imaging	
9/18/2017	04:55:34.898	CB1C1ANXX	189	End Imaging	
9/18/2017	04:55:43.946	CB1C1ANXX	190	Start chemistry	
9/18/2017	05:00:00.752	CB1C1ANXX	190	End chemistry	
9/18/2017	05:13:16.526	CB1C1ANXX	190	Start Imaging	
9/18/2017	05:28:09.158	CB1C1ANXX	190	End Imaging	
9/18/2017	05:28:18.755	CB1C1ANXX	191	Start chemistry	
9/18/2017	05:32:34.730	CB1C1ANXX	191	End chemistry	
9/18/2017	05:45:44.926	CB1C1ANXX	191	Start Imaging	
9/18/2017	06:00:40.832	CB1C1ANXX	191	End Imaging	
9/18/2017	06:00:50.626	CB1C1ANXX	192	Start chemistry	
9/18/2017	06:05:06.646	CB1C1ANXX	192	End chemistry	
9/18/2017	06:18:15.007	CB1C1ANXX	192	Start Imaging	
9/18/2017	06:33:07.504	CB1C1ANXX	192	End Imaging	
9/18/2017	06:33:18.007	CB1C1ANXX	193	Start chemistry	
9/18/2017	06:37:37.641	CB1C1ANXX	193	End chemistry	
9/18/2017	06:50:21.672	CB1C1ANXX	193	Start Imaging	
9/18/2017	07:05:34.216	CB1C1ANXX	193	End Imaging	
9/18/2017	07:05:44.050	CB1C1ANXX	194	Start chemistry	
9/18/2017	07:10:04.000	CB1C1ANXX	194	End chemistry	
9/18/2017	07:23:41.754	CB1C1ANXX	194	Start Imaging	
9/18/2017	07:38:32.036	CB1C1ANXX	194	End Imaging	
9/18/2017	07:38:42.775	CB1C1ANXX	195	Start chemistry	
9/18/2017	07:42:59.293	CB1C1ANXX	195	End chemistry	
9/18/2017	07:56:26.849	CB1C1ANXX	195	Start Imaging	
9/18/2017	08:11:07.852	CB1C1ANXX	195	End Imaging	
9/18/2017	08:11:17.813	CB1C1ANXX	196	Start chemistry	
9/18/2017	08:15:34.438	CB1C1ANXX	196	End chemistry	
9/18/2017	08:28:33.680	CB1C1ANXX	196	Start Imaging	
9/18/2017	08:43:26.021	CB1C1ANXX	196	End Imaging	
9/18/2017	08:43:36.040	CB1C1ANXX	197	Start chemistry	
9/18/2017	08:47:50.471	CB1C1ANXX	197	End chemistry	
9/18/2017	09:00:18.679	CB1C1ANXX	197	Start Imaging	
9/18/2017	09:15:52.776	CB1C1ANXX	197	End Imaging	
9/18/2017	09:16:04.600	CB1C1ANXX	198	Start chemistry	
9/18/2017	09:20:24.323	CB1C1ANXX	198	End chemistry	
9/18/2017	09:33:25.901	CB1C1ANXX	198	Start Imaging	
9/18/2017	09:49:03.028	CB1C1ANXX	198	End Imaging	
9/18/2017	09:49:13.519	CB1C1ANXX	199	Start chemistry	
9/18/2017	09:53:31.049	CB1C1ANXX	199	End chemistry	
9/18/2017	10:06:16.501	CB1C1ANXX	199	Start Imaging	
9/18/2017	10:21:58.090	CB1C1ANXX	199	End Imaging	
9/18/2017	10:22:10.005	CB1C1ANXX	200	Start chemistry	
9/18/2017	10:26:29.824	CB1C1ANXX	200	End chemistry	
9/18/2017	10:39:11.007	CB1C1ANXX	200	Start Imaging	
9/18/2017	10:54:42.999	CB1C1ANXX	200	End Imaging	
9/18/2017	10:54:53.156	CB1C1ANXX	201	Start chemistry	
9/18/2017	10:59:14.924	CB1C1ANXX	201	End chemistry	
9/18/2017	11:12:15.973	CB1C1ANXX	201	Start Imaging	
9/18/2017	11:27:56.476	CB1C1ANXX	201	End Imaging	
9/18/2017	11:28:07.072	CB1C1ANXX	202	Start chemistry	
9/18/2017	11:32:27.602	CB1C1ANXX	202	End chemistry	
